Training iter #50:   Batch Loss = 0.787423, Accuracy = 0.5199999809265137
PERFORMANCE ON TEST SET: Batch Loss = 0.7725847959518433, Accuracy = 0.46739131212234497
Training iter #16300:   Batch Loss = 0.679209, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7538734674453735, Accuracy = 0.510869562625885
Training iter #16400:   Batch Loss = 0.692639, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7592201828956604, Accuracy = 0.489130437374115
Training iter #16500:   Batch Loss = 0.733116, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.7595596313476562, Accuracy = 0.5
Training iter #16600:   Batch Loss = 0.685648, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7619150876998901, Accuracy = 0.510869562625885
Training iter #16700:   Batch Loss = 0.683105, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7885774374008179, Accuracy = 0.5
Training iter #16800:   Batch Loss = 0.670140, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7756396532058716, Accuracy = 0.489130437374115
Training iter #16900:   Batch Loss = 0.684950, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7791926860809326, Accuracy = 0.489130437374115
Training iter #17000:   Batch Loss = 0.744821, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.7675747871398926, Accuracy = 0.510869562625885
Training iter #17100:   Batch Loss = 0.649865, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7595868110656738, Accuracy = 0.532608687877655
Training iter #17200:   Batch Loss = 0.682840, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7788371443748474, Accuracy = 0.510869562625885
Training iter #17300:   Batch Loss = 0.741567, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7788656949996948, Accuracy = 0.510869562625885
Training iter #17400:   Batch Loss = 0.678147, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7666079998016357, Accuracy = 0.52173912525177
Training iter #17500:   Batch Loss = 0.683845, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7851690649986267, Accuracy = 0.52173912525177
Training iter #17600:   Batch Loss = 0.668127, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7742384076118469, Accuracy = 0.52173912525177
Training iter #17700:   Batch Loss = 0.673504, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7796157002449036, Accuracy = 0.52173912525177
Training iter #17800:   Batch Loss = 0.764637, Accuracy = 0.5
PERFORMANCE ON TEST SET: Batch Loss = 0.7766976952552795, Accuracy = 0.52173912525177
Training iter #17900:   Batch Loss = 0.624159, Accuracy = 0.7400000095367432
PERFORMANCE ON TEST SET: Batch Loss = 0.7633978128433228, Accuracy = 0.532608687877655
Training iter #18000:   Batch Loss = 0.674256, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.780647337436676, Accuracy = 0.510869562625885
Training iter #18100:   Batch Loss = 0.746139, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7691044807434082, Accuracy = 0.52173912525177
Training iter #18200:   Batch Loss = 0.686935, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7539767622947693, Accuracy = 0.554347813129425
Training iter #18300:   Batch Loss = 0.689820, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7720994353294373, Accuracy = 0.510869562625885
Training iter #18400:   Batch Loss = 0.670400, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7628270983695984, Accuracy = 0.532608687877655
Training iter #18500:   Batch Loss = 0.641523, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7777764797210693, Accuracy = 0.510869562625885
Training iter #18600:   Batch Loss = 0.767936, Accuracy = 0.5
PERFORMANCE ON TEST SET: Batch Loss = 0.755491316318512, Accuracy = 0.54347825050354
Training iter #18700:   Batch Loss = 0.605683, Accuracy = 0.7799999713897705
PERFORMANCE ON TEST SET: Batch Loss = 0.749057412147522, Accuracy = 0.54347825050354
Training iter #18800:   Batch Loss = 0.659294, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7789888978004456, Accuracy = 0.5
Training iter #18900:   Batch Loss = 0.721339, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7564458250999451, Accuracy = 0.554347813129425
Training iter #19000:   Batch Loss = 0.683329, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7426034808158875, Accuracy = 0.54347825050354
Training iter #19100:   Batch Loss = 0.683828, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7650367617607117, Accuracy = 0.489130437374115
Training iter #19200:   Batch Loss = 0.658260, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7571507692337036, Accuracy = 0.5
Training iter #19300:   Batch Loss = 0.652187, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.764858067035675, Accuracy = 0.489130437374115
Training iter #19400:   Batch Loss = 0.754468, Accuracy = 0.5199999809265137
PERFORMANCE ON TEST SET: Batch Loss = 0.7558055520057678, Accuracy = 0.532608687877655
Training iter #19500:   Batch Loss = 0.597573, Accuracy = 0.800000011920929
PERFORMANCE ON TEST SET: Batch Loss = 0.746660590171814, Accuracy = 0.54347825050354
Training iter #19600:   Batch Loss = 0.668513, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7525990009307861, Accuracy = 0.554347813129425
Training iter #19700:   Batch Loss = 0.710261, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7438793182373047, Accuracy = 0.554347813129425
Training iter #19800:   Batch Loss = 0.671824, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7430729866027832, Accuracy = 0.554347813129425
Training iter #19900:   Batch Loss = 0.695981, Accuracy = 0.5199999809265137
PERFORMANCE ON TEST SET: Batch Loss = 0.7819920182228088, Accuracy = 0.47826087474823
Training iter #20000:   Batch Loss = 0.661171, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7366483807563782, Accuracy = 0.554347813129425
Training iter #20100:   Batch Loss = 0.677832, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7484605312347412, Accuracy = 0.54347825050354
Training iter #20200:   Batch Loss = 0.753468, Accuracy = 0.5199999809265137
PERFORMANCE ON TEST SET: Batch Loss = 0.787990152835846, Accuracy = 0.45652174949645996
Training iter #20300:   Batch Loss = 0.622764, Accuracy = 0.7400000095367432
PERFORMANCE ON TEST SET: Batch Loss = 0.7629766464233398, Accuracy = 0.52173912525177
Training iter #20400:   Batch Loss = 0.662744, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.74458247423172, Accuracy = 0.554347813129425
Training iter #20500:   Batch Loss = 0.693789, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7359640002250671, Accuracy = 0.554347813129425
Training iter #20600:   Batch Loss = 0.678010, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7418075799942017, Accuracy = 0.554347813129425
Training iter #20700:   Batch Loss = 0.686510, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7898925542831421, Accuracy = 0.45652174949645996
Training iter #20800:   Batch Loss = 0.641926, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7574313879013062, Accuracy = 0.532608687877655
Training iter #20900:   Batch Loss = 0.651893, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7422102689743042, Accuracy = 0.54347825050354
Training iter #21000:   Batch Loss = 0.763450, Accuracy = 0.47999998927116394
PERFORMANCE ON TEST SET: Batch Loss = 0.7410942316055298, Accuracy = 0.54347825050354
Training iter #21100:   Batch Loss = 0.624923, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7475159764289856, Accuracy = 0.54347825050354
Training iter #21200:   Batch Loss = 0.673993, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7588219046592712, Accuracy = 0.532608687877655
Training iter #21300:   Batch Loss = 0.685843, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7490792870521545, Accuracy = 0.532608687877655
Training iter #21400:   Batch Loss = 0.666125, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7383240461349487, Accuracy = 0.54347825050354
Training iter #21500:   Batch Loss = 0.689760, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7562535405158997, Accuracy = 0.532608687877655
Training iter #21600:   Batch Loss = 0.631179, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7465143203735352, Accuracy = 0.554347813129425
Training iter #21700:   Batch Loss = 0.642498, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7534347176551819, Accuracy = 0.52173912525177
Training iter #21800:   Batch Loss = 0.759132, Accuracy = 0.5
PERFORMANCE ON TEST SET: Batch Loss = 0.7550981044769287, Accuracy = 0.532608687877655
Training iter #21900:   Batch Loss = 0.630847, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7506482601165771, Accuracy = 0.554347813129425
Training iter #22000:   Batch Loss = 0.667134, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7485276460647583, Accuracy = 0.554347813129425
Training iter #22100:   Batch Loss = 0.682563, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7420405149459839, Accuracy = 0.54347825050354
Training iter #22200:   Batch Loss = 0.669317, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7464313507080078, Accuracy = 0.5652173757553101
Training iter #22300:   Batch Loss = 0.708532, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7754867672920227, Accuracy = 0.489130437374115
Training iter #22400:   Batch Loss = 0.605691, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7364344596862793, Accuracy = 0.54347825050354
Training iter #22500:   Batch Loss = 0.661016, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7395646572113037, Accuracy = 0.554347813129425
Training iter #22600:   Batch Loss = 0.751827, Accuracy = 0.5
PERFORMANCE ON TEST SET: Batch Loss = 0.7652807235717773, Accuracy = 0.489130437374115
Training iter #22700:   Batch Loss = 0.640133, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7473936080932617, Accuracy = 0.54347825050354
Training iter #22800:   Batch Loss = 0.665440, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7419793009757996, Accuracy = 0.554347813129425
Training iter #22900:   Batch Loss = 0.700632, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7410286664962769, Accuracy = 0.5652173757553101
Training iter #23000:   Batch Loss = 0.658879, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7688419222831726, Accuracy = 0.5
Training iter #23100:   Batch Loss = 0.743337, Accuracy = 0.5
PERFORMANCE ON TEST SET: Batch Loss = 0.7798340320587158, Accuracy = 0.46739131212234497
Training iter #23200:   Batch Loss = 0.594188, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.735427737236023, Accuracy = 0.5652173757553101
Training iter #23300:   Batch Loss = 0.658010, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.738846480846405, Accuracy = 0.554347813129425
Training iter #23400:   Batch Loss = 0.756868, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.7687280774116516, Accuracy = 0.510869562625885
Training iter #23500:   Batch Loss = 0.631979, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7521205544471741, Accuracy = 0.47826087474823
Training iter #23600:   Batch Loss = 0.655159, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7417234778404236, Accuracy = 0.554347813129425
Training iter #23700:   Batch Loss = 0.688669, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7349311709403992, Accuracy = 0.554347813129425
Training iter #23800:   Batch Loss = 0.662168, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7456249594688416, Accuracy = 0.54347825050354
Training iter #23900:   Batch Loss = 0.732021, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7682066559791565, Accuracy = 0.489130437374115
Training iter #24000:   Batch Loss = 0.605211, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7367086410522461, Accuracy = 0.554347813129425
Training iter #24100:   Batch Loss = 0.649052, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7302595973014832, Accuracy = 0.554347813129425
Training iter #24200:   Batch Loss = 0.738113, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.734669029712677, Accuracy = 0.5652173757553101
Training iter #24300:   Batch Loss = 0.642499, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7489500045776367, Accuracy = 0.489130437374115
Training iter #24400:   Batch Loss = 0.663524, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7451530694961548, Accuracy = 0.5
Training iter #24500:   Batch Loss = 0.685365, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7300355434417725, Accuracy = 0.554347813129425
Training iter #24600:   Batch Loss = 0.668691, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7313389778137207, Accuracy = 0.5652173757553101
Training iter #24700:   Batch Loss = 0.719425, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7539533972740173, Accuracy = 0.489130437374115
Training iter #24800:   Batch Loss = 0.628581, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7352410554885864, Accuracy = 0.5652173757553101
Training iter #24900:   Batch Loss = 0.616823, Accuracy = 0.7400000095367432
PERFORMANCE ON TEST SET: Batch Loss = 0.7313500642776489, Accuracy = 0.5652173757553101
Training iter #25000:   Batch Loss = 0.727660, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7313842177391052, Accuracy = 0.5652173757553101
Training iter #25100:   Batch Loss = 0.644941, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7392539381980896, Accuracy = 0.532608687877655
Training iter #25200:   Batch Loss = 0.665889, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7399500012397766, Accuracy = 0.554347813129425
Training iter #25300:   Batch Loss = 0.693140, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7308148145675659, Accuracy = 0.554347813129425
Training iter #25400:   Batch Loss = 0.685479, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7412593960762024, Accuracy = 0.554347813129425
Training iter #25500:   Batch Loss = 0.719841, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7623506188392639, Accuracy = 0.47826087474823
Training iter #25600:   Batch Loss = 0.637746, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7349143028259277, Accuracy = 0.554347813129425
Training iter #25700:   Batch Loss = 0.649598, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7338137626647949, Accuracy = 0.554347813129425
Training iter #25800:   Batch Loss = 0.736094, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7372623085975647, Accuracy = 0.554347813129425
Training iter #25900:   Batch Loss = 0.649896, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7362431883811951, Accuracy = 0.554347813129425
Training iter #26000:   Batch Loss = 0.643289, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7401954531669617, Accuracy = 0.54347825050354
Training iter #26100:   Batch Loss = 0.670644, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7389219403266907, Accuracy = 0.554347813129425
Training iter #26200:   Batch Loss = 0.691995, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7278900742530823, Accuracy = 0.5652173757553101
Training iter #26300:   Batch Loss = 0.731337, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7345297932624817, Accuracy = 0.54347825050354
Training iter #26400:   Batch Loss = 0.645972, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7329369783401489, Accuracy = 0.54347825050354
Training iter #26500:   Batch Loss = 0.650466, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7384803295135498, Accuracy = 0.554347813129425
Training iter #26600:   Batch Loss = 0.728576, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.7369999289512634, Accuracy = 0.5652173757553101
Training iter #26700:   Batch Loss = 0.651775, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7332367300987244, Accuracy = 0.5652173757553101
Training iter #26800:   Batch Loss = 0.645964, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7425581812858582, Accuracy = 0.532608687877655
Training iter #26900:   Batch Loss = 0.661198, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.744659423828125, Accuracy = 0.532608687877655
Training iter #27000:   Batch Loss = 0.698343, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7291824221611023, Accuracy = 0.554347813129425
Training iter #27100:   Batch Loss = 0.715411, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.744061291217804, Accuracy = 0.554347813129425
Training iter #27200:   Batch Loss = 0.675189, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7410842776298523, Accuracy = 0.532608687877655
Training iter #27300:   Batch Loss = 0.611973, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7388895750045776, Accuracy = 0.554347813129425
Training iter #27400:   Batch Loss = 0.708315, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7336140275001526, Accuracy = 0.554347813129425
Training iter #27500:   Batch Loss = 0.646900, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7306020259857178, Accuracy = 0.554347813129425
Training iter #27600:   Batch Loss = 0.645474, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7496439218521118, Accuracy = 0.510869562625885
Training iter #27700:   Batch Loss = 0.631170, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7389118075370789, Accuracy = 0.532608687877655
Training iter #27800:   Batch Loss = 0.661366, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7292410135269165, Accuracy = 0.5652173757553101
Training iter #27900:   Batch Loss = 0.731637, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7362135648727417, Accuracy = 0.554347813129425
Training iter #28000:   Batch Loss = 0.666695, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7380814552307129, Accuracy = 0.52173912525177
Training iter #28100:   Batch Loss = 0.625266, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7432396411895752, Accuracy = 0.489130437374115
Training iter #28200:   Batch Loss = 0.713507, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7349370121955872, Accuracy = 0.5652173757553101
Training iter #28300:   Batch Loss = 0.672078, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7303954362869263, Accuracy = 0.554347813129425
Training iter #28400:   Batch Loss = 0.640128, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7445958256721497, Accuracy = 0.52173912525177
Training iter #28500:   Batch Loss = 0.624494, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7587244510650635, Accuracy = 0.5
Training iter #28600:   Batch Loss = 0.656537, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7325306534767151, Accuracy = 0.554347813129425
Training iter #28700:   Batch Loss = 0.717932, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7387384176254272, Accuracy = 0.5652173757553101
Training iter #28800:   Batch Loss = 0.656820, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7472564578056335, Accuracy = 0.510869562625885
Training iter #28900:   Batch Loss = 0.648282, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.754694402217865, Accuracy = 0.5
Training iter #29000:   Batch Loss = 0.733040, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7334839701652527, Accuracy = 0.554347813129425
Training iter #29100:   Batch Loss = 0.671870, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7260497212409973, Accuracy = 0.554347813129425
Training iter #29200:   Batch Loss = 0.655483, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7472561597824097, Accuracy = 0.52173912525177
Training iter #29300:   Batch Loss = 0.640842, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7511162161827087, Accuracy = 0.489130437374115
Training iter #29400:   Batch Loss = 0.637439, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7302861213684082, Accuracy = 0.54347825050354
Training iter #29500:   Batch Loss = 0.715165, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7292168736457825, Accuracy = 0.5652173757553101
Training iter #29600:   Batch Loss = 0.651296, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7344432473182678, Accuracy = 0.54347825050354
Training iter #29700:   Batch Loss = 0.633975, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7477042078971863, Accuracy = 0.510869562625885
Training iter #29800:   Batch Loss = 0.717362, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7382189631462097, Accuracy = 0.54347825050354
Training iter #29900:   Batch Loss = 0.667386, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7269763350486755, Accuracy = 0.554347813129425
Training iter #30000:   Batch Loss = 0.652902, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7378904819488525, Accuracy = 0.5652173757553101
Training iter #30100:   Batch Loss = 0.629633, Accuracy = 0.7599999904632568
PERFORMANCE ON TEST SET: Batch Loss = 0.7497659921646118, Accuracy = 0.52173912525177
Training iter #30200:   Batch Loss = 0.643516, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7333443760871887, Accuracy = 0.54347825050354
Training iter #30300:   Batch Loss = 0.727296, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7320569157600403, Accuracy = 0.5652173757553101
Training iter #30400:   Batch Loss = 0.635040, Accuracy = 0.7599999904632568
PERFORMANCE ON TEST SET: Batch Loss = 0.7360067963600159, Accuracy = 0.54347825050354
Training iter #30500:   Batch Loss = 0.635408, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7492581605911255, Accuracy = 0.52173912525177
Training iter #30600:   Batch Loss = 0.692334, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7388476729393005, Accuracy = 0.54347825050354
Training iter #30700:   Batch Loss = 0.699656, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.729732871055603, Accuracy = 0.5652173757553101
Training iter #30800:   Batch Loss = 0.653315, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7390254139900208, Accuracy = 0.532608687877655
Training iter #30900:   Batch Loss = 0.630041, Accuracy = 0.7400000095367432
PERFORMANCE ON TEST SET: Batch Loss = 0.766313910484314, Accuracy = 0.510869562625885
Training iter #31000:   Batch Loss = 0.639688, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.740275502204895, Accuracy = 0.54347825050354
Training iter #31100:   Batch Loss = 0.737256, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.734737753868103, Accuracy = 0.554347813129425
Training iter #31200:   Batch Loss = 0.589678, Accuracy = 0.800000011920929
PERFORMANCE ON TEST SET: Batch Loss = 0.7406749725341797, Accuracy = 0.554347813129425
Training iter #31300:   Batch Loss = 0.679963, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7721799612045288, Accuracy = 0.47826087474823
Training iter #31400:   Batch Loss = 0.734976, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7350043058395386, Accuracy = 0.554347813129425
Training iter #31500:   Batch Loss = 0.689445, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7244054079055786, Accuracy = 0.554347813129425
Training iter #31600:   Batch Loss = 0.672379, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7273286581039429, Accuracy = 0.532608687877655
Training iter #31700:   Batch Loss = 0.660399, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7485277056694031, Accuracy = 0.52173912525177
Training iter #31800:   Batch Loss = 0.624367, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7542293071746826, Accuracy = 0.47826087474823
Training iter #31900:   Batch Loss = 0.719067, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.722288191318512, Accuracy = 0.532608687877655
Training iter #32000:   Batch Loss = 0.604231, Accuracy = 0.7799999713897705
PERFORMANCE ON TEST SET: Batch Loss = 0.7156949639320374, Accuracy = 0.5652173757553101
Training iter #32100:   Batch Loss = 0.633162, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7245771884918213, Accuracy = 0.532608687877655
Training iter #32200:   Batch Loss = 0.683507, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7459555268287659, Accuracy = 0.489130437374115
Training iter #32300:   Batch Loss = 0.648097, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7339537143707275, Accuracy = 0.554347813129425
Training iter #32400:   Batch Loss = 0.647868, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7296494245529175, Accuracy = 0.532608687877655
Training iter #32500:   Batch Loss = 0.646726, Accuracy = 0.6800000071525574
