Training iter #50:   Batch Loss = 0.760868, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7503877878189087, Accuracy = 0.4021739065647125
Training iter #16300:   Batch Loss = 0.706575, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.7529584765434265, Accuracy = 0.3913043439388275
Training iter #16400:   Batch Loss = 0.697000, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7432290315628052, Accuracy = 0.43478259444236755
Training iter #16500:   Batch Loss = 0.722964, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.7412828207015991, Accuracy = 0.43478259444236755
Training iter #16600:   Batch Loss = 0.747625, Accuracy = 0.5
PERFORMANCE ON TEST SET: Batch Loss = 0.7487453818321228, Accuracy = 0.42391303181648254
Training iter #16700:   Batch Loss = 0.717155, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.7408101558685303, Accuracy = 0.46739131212234497
Training iter #16800:   Batch Loss = 0.695447, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7554824352264404, Accuracy = 0.43478259444236755
Training iter #16900:   Batch Loss = 0.693563, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7450022101402283, Accuracy = 0.45652174949645996
Training iter #17000:   Batch Loss = 0.696931, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7388558983802795, Accuracy = 0.44565218687057495
Training iter #17100:   Batch Loss = 0.708215, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.737897515296936, Accuracy = 0.46739131212234497
Training iter #17200:   Batch Loss = 0.682144, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7330387234687805, Accuracy = 0.46739131212234497
Training iter #17300:   Batch Loss = 0.712893, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.7374717593193054, Accuracy = 0.45652174949645996
Training iter #17400:   Batch Loss = 0.737689, Accuracy = 0.5199999809265137
PERFORMANCE ON TEST SET: Batch Loss = 0.7451789975166321, Accuracy = 0.44565218687057495
Training iter #17500:   Batch Loss = 0.711900, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7407968640327454, Accuracy = 0.44565218687057495
Training iter #17600:   Batch Loss = 0.694950, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.7482655048370361, Accuracy = 0.45652174949645996
Training iter #17700:   Batch Loss = 0.672989, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7306995391845703, Accuracy = 0.489130437374115
Training iter #17800:   Batch Loss = 0.711158, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7323795557022095, Accuracy = 0.46739131212234497
Training iter #17900:   Batch Loss = 0.707257, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7418212890625, Accuracy = 0.46739131212234497
Training iter #18000:   Batch Loss = 0.688895, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7393388748168945, Accuracy = 0.46739131212234497
Training iter #18100:   Batch Loss = 0.704672, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7422341704368591, Accuracy = 0.45652174949645996
Training iter #18200:   Batch Loss = 0.731033, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7454434037208557, Accuracy = 0.44565218687057495
Training iter #18300:   Batch Loss = 0.707124, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.742451548576355, Accuracy = 0.44565218687057495
Training iter #18400:   Batch Loss = 0.683463, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7505930662155151, Accuracy = 0.42391303181648254
Training iter #18500:   Batch Loss = 0.647579, Accuracy = 0.8199999928474426
PERFORMANCE ON TEST SET: Batch Loss = 0.7420943975448608, Accuracy = 0.45652174949645996
Training iter #18600:   Batch Loss = 0.702632, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.742598831653595, Accuracy = 0.45652174949645996
Training iter #18700:   Batch Loss = 0.710653, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7475899457931519, Accuracy = 0.44565218687057495
Training iter #18800:   Batch Loss = 0.705099, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7392691969871521, Accuracy = 0.5
Training iter #18900:   Batch Loss = 0.699727, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7378324270248413, Accuracy = 0.52173912525177
Training iter #19000:   Batch Loss = 0.701904, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.738231360912323, Accuracy = 0.5
Training iter #19100:   Batch Loss = 0.715998, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.738505482673645, Accuracy = 0.489130437374115
Training iter #19200:   Batch Loss = 0.670056, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7452195286750793, Accuracy = 0.43478259444236755
Training iter #19300:   Batch Loss = 0.642237, Accuracy = 0.7799999713897705
PERFORMANCE ON TEST SET: Batch Loss = 0.7332633137702942, Accuracy = 0.5
Training iter #19400:   Batch Loss = 0.716146, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7256864309310913, Accuracy = 0.554347813129425
Training iter #19500:   Batch Loss = 0.697943, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7292934656143188, Accuracy = 0.54347825050354
Training iter #19600:   Batch Loss = 0.704900, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7214207053184509, Accuracy = 0.5760869383811951
Training iter #19700:   Batch Loss = 0.687882, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7379552125930786, Accuracy = 0.489130437374115
Training iter #19800:   Batch Loss = 0.648065, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7532694339752197, Accuracy = 0.44565218687057495
Training iter #19900:   Batch Loss = 0.732926, Accuracy = 0.5199999809265137
PERFORMANCE ON TEST SET: Batch Loss = 0.7066649198532104, Accuracy = 0.6195651888847351
Training iter #20000:   Batch Loss = 0.688291, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7209672331809998, Accuracy = 0.5652173757553101
Training iter #20100:   Batch Loss = 0.633457, Accuracy = 0.8399999737739563
PERFORMANCE ON TEST SET: Batch Loss = 0.7342720031738281, Accuracy = 0.510869562625885
Training iter #20200:   Batch Loss = 0.702779, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7519990801811218, Accuracy = 0.41304346919059753
Training iter #20300:   Batch Loss = 0.714002, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7557366490364075, Accuracy = 0.42391303181648254
Training iter #20400:   Batch Loss = 0.703361, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7369006276130676, Accuracy = 0.5
Training iter #20500:   Batch Loss = 0.709536, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.730444073677063, Accuracy = 0.54347825050354
Training iter #20600:   Batch Loss = 0.695340, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7286285758018494, Accuracy = 0.54347825050354
Training iter #20700:   Batch Loss = 0.735336, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.7221061587333679, Accuracy = 0.5652173757553101
Training iter #20800:   Batch Loss = 0.682105, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7471403479576111, Accuracy = 0.43478259444236755
Training iter #20900:   Batch Loss = 0.657212, Accuracy = 0.7400000095367432
PERFORMANCE ON TEST SET: Batch Loss = 0.7543413043022156, Accuracy = 0.43478259444236755
Training iter #21000:   Batch Loss = 0.690104, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7540973424911499, Accuracy = 0.43478259444236755
Training iter #21100:   Batch Loss = 0.721064, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.740710437297821, Accuracy = 0.45652174949645996
Training iter #21200:   Batch Loss = 0.719018, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7199103832244873, Accuracy = 0.5760869383811951
Training iter #21300:   Batch Loss = 0.716444, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.7301301956176758, Accuracy = 0.532608687877655
Training iter #21400:   Batch Loss = 0.687079, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7371631860733032, Accuracy = 0.5
Training iter #21500:   Batch Loss = 0.737662, Accuracy = 0.5199999809265137
PERFORMANCE ON TEST SET: Batch Loss = 0.7380754351615906, Accuracy = 0.510869562625885
Training iter #21600:   Batch Loss = 0.679375, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7506102323532104, Accuracy = 0.44565218687057495
Training iter #21700:   Batch Loss = 0.654757, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.747878909111023, Accuracy = 0.45652174949645996
Training iter #21800:   Batch Loss = 0.718601, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7424006462097168, Accuracy = 0.46739131212234497
Training iter #21900:   Batch Loss = 0.702897, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7352771759033203, Accuracy = 0.510869562625885
Training iter #22000:   Batch Loss = 0.740144, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7241002917289734, Accuracy = 0.5869565010070801
Training iter #22100:   Batch Loss = 0.724563, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7307271361351013, Accuracy = 0.532608687877655
Training iter #22200:   Batch Loss = 0.683782, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7410325407981873, Accuracy = 0.47826087474823
Training iter #22300:   Batch Loss = 0.735870, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.7314373850822449, Accuracy = 0.532608687877655
Training iter #22400:   Batch Loss = 0.680810, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7358096837997437, Accuracy = 0.5
Training iter #22500:   Batch Loss = 0.648654, Accuracy = 0.800000011920929
PERFORMANCE ON TEST SET: Batch Loss = 0.7368764877319336, Accuracy = 0.5
Training iter #22600:   Batch Loss = 0.734345, Accuracy = 0.5199999809265137
PERFORMANCE ON TEST SET: Batch Loss = 0.7317160367965698, Accuracy = 0.532608687877655
Training iter #22700:   Batch Loss = 0.698733, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7300866842269897, Accuracy = 0.532608687877655
Training iter #22800:   Batch Loss = 0.757884, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7198498845100403, Accuracy = 0.5978260636329651
Training iter #22900:   Batch Loss = 0.728440, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7258099317550659, Accuracy = 0.5652173757553101
Training iter #23000:   Batch Loss = 0.678014, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7362253069877625, Accuracy = 0.5
Training iter #23100:   Batch Loss = 0.725821, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.7236679792404175, Accuracy = 0.5760869383811951
Training iter #23200:   Batch Loss = 0.691418, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.725742518901825, Accuracy = 0.554347813129425
Training iter #23300:   Batch Loss = 0.644449, Accuracy = 0.800000011920929
PERFORMANCE ON TEST SET: Batch Loss = 0.7286250591278076, Accuracy = 0.52173912525177
Training iter #23400:   Batch Loss = 0.738261, Accuracy = 0.5
PERFORMANCE ON TEST SET: Batch Loss = 0.7341969013214111, Accuracy = 0.46739131212234497
Training iter #23500:   Batch Loss = 0.706781, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7370052337646484, Accuracy = 0.45652174949645996
Training iter #23600:   Batch Loss = 0.755399, Accuracy = 0.5
PERFORMANCE ON TEST SET: Batch Loss = 0.720355749130249, Accuracy = 0.5760869383811951
Training iter #23700:   Batch Loss = 0.710422, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.7209251523017883, Accuracy = 0.5760869383811951
Training iter #23800:   Batch Loss = 0.687259, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7217676043510437, Accuracy = 0.5652173757553101
Training iter #23900:   Batch Loss = 0.730323, Accuracy = 0.5199999809265137
PERFORMANCE ON TEST SET: Batch Loss = 0.7208295464515686, Accuracy = 0.5760869383811951
Training iter #24000:   Batch Loss = 0.683660, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7284018397331238, Accuracy = 0.489130437374115
Training iter #24100:   Batch Loss = 0.698736, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.723705530166626, Accuracy = 0.532608687877655
Training iter #24200:   Batch Loss = 0.736637, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.7159758806228638, Accuracy = 0.5760869383811951
Training iter #24300:   Batch Loss = 0.703599, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.7179363369941711, Accuracy = 0.532608687877655
Training iter #24400:   Batch Loss = 0.757059, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7042709589004517, Accuracy = 0.6195651888847351
Training iter #24500:   Batch Loss = 0.696301, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.724750280380249, Accuracy = 0.510869562625885
Training iter #24600:   Batch Loss = 0.686150, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7311921119689941, Accuracy = 0.52173912525177
Training iter #24700:   Batch Loss = 0.730517, Accuracy = 0.5199999809265137
PERFORMANCE ON TEST SET: Batch Loss = 0.7171427607536316, Accuracy = 0.5869565010070801
Training iter #24800:   Batch Loss = 0.681752, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7161288857460022, Accuracy = 0.5760869383811951
Training iter #24900:   Batch Loss = 0.677390, Accuracy = 0.7400000095367432
PERFORMANCE ON TEST SET: Batch Loss = 0.7167670726776123, Accuracy = 0.5760869383811951
Training iter #25000:   Batch Loss = 0.738784, Accuracy = 0.5199999809265137
PERFORMANCE ON TEST SET: Batch Loss = 0.7218758463859558, Accuracy = 0.554347813129425
Training iter #25100:   Batch Loss = 0.717076, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.7297370433807373, Accuracy = 0.510869562625885
Training iter #25200:   Batch Loss = 0.766458, Accuracy = 0.47999998927116394
PERFORMANCE ON TEST SET: Batch Loss = 0.7125654816627502, Accuracy = 0.5869565010070801
Training iter #25300:   Batch Loss = 0.689084, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.717972993850708, Accuracy = 0.54347825050354
Training iter #25400:   Batch Loss = 0.661424, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7135090827941895, Accuracy = 0.554347813129425
Training iter #25500:   Batch Loss = 0.725926, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.7069318890571594, Accuracy = 0.5978260636329651
Training iter #25600:   Batch Loss = 0.694334, Accuracy = 0.5
PERFORMANCE ON TEST SET: Batch Loss = 0.7119984030723572, Accuracy = 0.554347813129425
Training iter #25700:   Batch Loss = 0.712603, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.716626763343811, Accuracy = 0.5652173757553101
Training iter #25800:   Batch Loss = 0.731707, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7114383578300476, Accuracy = 0.5652173757553101
Training iter #25900:   Batch Loss = 0.699726, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7155292630195618, Accuracy = 0.554347813129425
Training iter #26000:   Batch Loss = 0.773120, Accuracy = 0.46000000834465027
PERFORMANCE ON TEST SET: Batch Loss = 0.6999648213386536, Accuracy = 0.6304348111152649
Training iter #26100:   Batch Loss = 0.691462, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7236724495887756, Accuracy = 0.52173912525177
Training iter #26200:   Batch Loss = 0.661839, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7256505489349365, Accuracy = 0.510869562625885
Training iter #26300:   Batch Loss = 0.717463, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.7152847051620483, Accuracy = 0.5760869383811951
Training iter #26400:   Batch Loss = 0.691327, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.7136330008506775, Accuracy = 0.5652173757553101
Training iter #26500:   Batch Loss = 0.687386, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7137869596481323, Accuracy = 0.5760869383811951
Training iter #26600:   Batch Loss = 0.722813, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7166109085083008, Accuracy = 0.5869565010070801
Training iter #26700:   Batch Loss = 0.699468, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7269684672355652, Accuracy = 0.52173912525177
Training iter #26800:   Batch Loss = 0.766611, Accuracy = 0.47999998927116394
PERFORMANCE ON TEST SET: Batch Loss = 0.7153338193893433, Accuracy = 0.554347813129425
Training iter #26900:   Batch Loss = 0.699427, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.7179340124130249, Accuracy = 0.532608687877655
Training iter #27000:   Batch Loss = 0.633804, Accuracy = 0.8199999928474426
PERFORMANCE ON TEST SET: Batch Loss = 0.7100086212158203, Accuracy = 0.5978260636329651
Training iter #27100:   Batch Loss = 0.728099, Accuracy = 0.5199999809265137
PERFORMANCE ON TEST SET: Batch Loss = 0.7077297568321228, Accuracy = 0.5869565010070801
Training iter #27200:   Batch Loss = 0.681179, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7129661440849304, Accuracy = 0.554347813129425
Training iter #27300:   Batch Loss = 0.692938, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7128022313117981, Accuracy = 0.554347813129425
Training iter #27400:   Batch Loss = 0.703049, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7087273597717285, Accuracy = 0.554347813129425
Training iter #27500:   Batch Loss = 0.676758, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7205720543861389, Accuracy = 0.532608687877655
Training iter #27600:   Batch Loss = 0.768456, Accuracy = 0.46000000834465027
PERFORMANCE ON TEST SET: Batch Loss = 0.705315887928009, Accuracy = 0.5652173757553101
Training iter #27700:   Batch Loss = 0.686989, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.715550422668457, Accuracy = 0.510869562625885
Training iter #27800:   Batch Loss = 0.620880, Accuracy = 0.7799999713897705
PERFORMANCE ON TEST SET: Batch Loss = 0.710017740726471, Accuracy = 0.554347813129425
Training iter #27900:   Batch Loss = 0.718433, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.7059999704360962, Accuracy = 0.5869565010070801
Training iter #28000:   Batch Loss = 0.672274, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7106397747993469, Accuracy = 0.554347813129425
Training iter #28100:   Batch Loss = 0.696362, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.708541750907898, Accuracy = 0.5652173757553101
Training iter #28200:   Batch Loss = 0.697722, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7068585157394409, Accuracy = 0.554347813129425
Training iter #28300:   Batch Loss = 0.665452, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7180527448654175, Accuracy = 0.54347825050354
Training iter #28400:   Batch Loss = 0.750852, Accuracy = 0.47999998927116394
PERFORMANCE ON TEST SET: Batch Loss = 0.7051815390586853, Accuracy = 0.5652173757553101
Training iter #28500:   Batch Loss = 0.691640, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.7088860273361206, Accuracy = 0.554347813129425
Training iter #28600:   Batch Loss = 0.613398, Accuracy = 0.8399999737739563
PERFORMANCE ON TEST SET: Batch Loss = 0.7025771141052246, Accuracy = 0.5652173757553101
Training iter #28700:   Batch Loss = 0.706386, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7023735642433167, Accuracy = 0.5652173757553101
Training iter #28800:   Batch Loss = 0.661640, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.717069149017334, Accuracy = 0.532608687877655
Training iter #28900:   Batch Loss = 0.705629, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7065503001213074, Accuracy = 0.5652173757553101
Training iter #29000:   Batch Loss = 0.704320, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7020660638809204, Accuracy = 0.6086956262588501
Training iter #29100:   Batch Loss = 0.662246, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7102998495101929, Accuracy = 0.532608687877655
Training iter #29200:   Batch Loss = 0.732699, Accuracy = 0.5
PERFORMANCE ON TEST SET: Batch Loss = 0.7091372609138489, Accuracy = 0.5760869383811951
Training iter #29300:   Batch Loss = 0.673901, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7193791270256042, Accuracy = 0.532608687877655
Training iter #29400:   Batch Loss = 0.619994, Accuracy = 0.7799999713897705
PERFORMANCE ON TEST SET: Batch Loss = 0.7061746716499329, Accuracy = 0.5760869383811951
Training iter #29500:   Batch Loss = 0.695273, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.6998263597488403, Accuracy = 0.6086956262588501
Training iter #29600:   Batch Loss = 0.640517, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7066147327423096, Accuracy = 0.5760869383811951
Training iter #29700:   Batch Loss = 0.693858, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7056898474693298, Accuracy = 0.5869565010070801
Training iter #29800:   Batch Loss = 0.694702, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7048137784004211, Accuracy = 0.5869565010070801
Training iter #29900:   Batch Loss = 0.639570, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7145512104034424, Accuracy = 0.532608687877655
Training iter #30000:   Batch Loss = 0.740860, Accuracy = 0.5
PERFORMANCE ON TEST SET: Batch Loss = 0.7003275752067566, Accuracy = 0.5978260636329651
Training iter #30100:   Batch Loss = 0.657927, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7055723071098328, Accuracy = 0.5760869383811951
Training iter #30200:   Batch Loss = 0.603673, Accuracy = 0.8799999952316284
PERFORMANCE ON TEST SET: Batch Loss = 0.6983988881111145, Accuracy = 0.6195651888847351
Training iter #30300:   Batch Loss = 0.692735, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7237171530723572, Accuracy = 0.510869562625885
Training iter #30400:   Batch Loss = 0.658386, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7198183536529541, Accuracy = 0.5652173757553101
Training iter #30500:   Batch Loss = 0.677301, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.6941515803337097, Accuracy = 0.6413043737411499
Training iter #30600:   Batch Loss = 0.689237, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7140220999717712, Accuracy = 0.5760869383811951
Training iter #30700:   Batch Loss = 0.658122, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7459471821784973, Accuracy = 0.45652174949645996
Training iter #30800:   Batch Loss = 0.715127, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.694416344165802, Accuracy = 0.6304348111152649
Training iter #30900:   Batch Loss = 0.658032, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.708810567855835, Accuracy = 0.5869565010070801
Training iter #31000:   Batch Loss = 0.620652, Accuracy = 0.8600000143051147
PERFORMANCE ON TEST SET: Batch Loss = 0.7030580639839172, Accuracy = 0.6195651888847351
Training iter #31100:   Batch Loss = 0.718890, Accuracy = 0.5
PERFORMANCE ON TEST SET: Batch Loss = 0.7024639844894409, Accuracy = 0.6195651888847351
Training iter #31200:   Batch Loss = 0.645171, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7152330875396729, Accuracy = 0.554347813129425
Training iter #31300:   Batch Loss = 0.692912, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7027037739753723, Accuracy = 0.6304348111152649
Training iter #31400:   Batch Loss = 0.692239, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.6978611350059509, Accuracy = 0.6195651888847351
Training iter #31500:   Batch Loss = 0.644074, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7054689526557922, Accuracy = 0.6086956262588501
Training iter #31600:   Batch Loss = 0.692339, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.692211389541626, Accuracy = 0.6195651888847351
Training iter #31700:   Batch Loss = 0.668641, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7068521976470947, Accuracy = 0.5760869383811951
Training iter #31800:   Batch Loss = 0.685486, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7263303995132446, Accuracy = 0.5652173757553101
Training iter #31900:   Batch Loss = 0.744971, Accuracy = 0.5
PERFORMANCE ON TEST SET: Batch Loss = 0.7038915157318115, Accuracy = 0.6413043737411499
Training iter #32000:   Batch Loss = 0.662834, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7213276624679565, Accuracy = 0.554347813129425
Training iter #32100:   Batch Loss = 0.713150, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7124265432357788, Accuracy = 0.5978260636329651
Training iter #32200:   Batch Loss = 0.702876, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7142856121063232, Accuracy = 0.5652173757553101
Training iter #32300:   Batch Loss = 0.636012, Accuracy = 0.7400000095367432
PERFORMANCE ON TEST SET: Batch Loss = 0.725782036781311, Accuracy = 0.54347825050354
Training iter #32400:   Batch Loss = 0.700977, Accuracy = 0.5799999833106995
