Training iter #50:   Batch Loss = 0.876467, Accuracy = 0.5
PERFORMANCE ON TEST SET: Batch Loss = 0.7277808785438538, Accuracy = 0.532608687877655
Training iter #16300:   Batch Loss = 0.683080, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7262344360351562, Accuracy = 0.54347825050354
Training iter #16400:   Batch Loss = 0.711748, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7353515625, Accuracy = 0.5
Training iter #16500:   Batch Loss = 0.668208, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7275077700614929, Accuracy = 0.532608687877655
Training iter #16600:   Batch Loss = 0.679296, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7320324778556824, Accuracy = 0.5
Training iter #16700:   Batch Loss = 0.696916, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7245904207229614, Accuracy = 0.5652173757553101
Training iter #16800:   Batch Loss = 0.688773, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7203605771064758, Accuracy = 0.5978260636329651
Training iter #16900:   Batch Loss = 0.659683, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7313709259033203, Accuracy = 0.5
Training iter #17000:   Batch Loss = 0.692289, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7301667928695679, Accuracy = 0.532608687877655
Training iter #17100:   Batch Loss = 0.688782, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7266415953636169, Accuracy = 0.54347825050354
Training iter #17200:   Batch Loss = 0.692928, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7335406541824341, Accuracy = 0.5
Training iter #17300:   Batch Loss = 0.674613, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7230506539344788, Accuracy = 0.5652173757553101
Training iter #17400:   Batch Loss = 0.663791, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.726105809211731, Accuracy = 0.554347813129425
Training iter #17500:   Batch Loss = 0.676066, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7227141857147217, Accuracy = 0.5869565010070801
Training iter #17600:   Batch Loss = 0.680896, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7219849228858948, Accuracy = 0.6086956262588501
Training iter #17700:   Batch Loss = 0.657764, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7357022166252136, Accuracy = 0.489130437374115
Training iter #17800:   Batch Loss = 0.685338, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7267647981643677, Accuracy = 0.54347825050354
Training iter #17900:   Batch Loss = 0.693977, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.722125232219696, Accuracy = 0.5869565010070801
Training iter #18000:   Batch Loss = 0.681079, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7273690700531006, Accuracy = 0.532608687877655
Training iter #18100:   Batch Loss = 0.664828, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7232367396354675, Accuracy = 0.5652173757553101
Training iter #18200:   Batch Loss = 0.670608, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7293016910552979, Accuracy = 0.52173912525177
Training iter #18300:   Batch Loss = 0.685824, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.724213182926178, Accuracy = 0.5652173757553101
Training iter #18400:   Batch Loss = 0.685829, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7195485234260559, Accuracy = 0.6086956262588501
Training iter #18500:   Batch Loss = 0.656048, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7287430763244629, Accuracy = 0.532608687877655
Training iter #18600:   Batch Loss = 0.686868, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7235485315322876, Accuracy = 0.5652173757553101
Training iter #18700:   Batch Loss = 0.692625, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7234440445899963, Accuracy = 0.5652173757553101
Training iter #18800:   Batch Loss = 0.662077, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7284818291664124, Accuracy = 0.510869562625885
Training iter #18900:   Batch Loss = 0.657344, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7228392958641052, Accuracy = 0.5652173757553101
Training iter #19000:   Batch Loss = 0.655376, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7268472909927368, Accuracy = 0.554347813129425
Training iter #19100:   Batch Loss = 0.674147, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7205751538276672, Accuracy = 0.5978260636329651
Training iter #19200:   Batch Loss = 0.697618, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7189986705780029, Accuracy = 0.6086956262588501
Training iter #19300:   Batch Loss = 0.676156, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7288469672203064, Accuracy = 0.5
Training iter #19400:   Batch Loss = 0.685205, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7240222096443176, Accuracy = 0.5652173757553101
Training iter #19500:   Batch Loss = 0.691749, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7215760946273804, Accuracy = 0.5869565010070801
Training iter #19600:   Batch Loss = 0.660496, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7240390181541443, Accuracy = 0.554347813129425
Training iter #19700:   Batch Loss = 0.638587, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.721907377243042, Accuracy = 0.5760869383811951
Training iter #19800:   Batch Loss = 0.647777, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7248052954673767, Accuracy = 0.5652173757553101
Training iter #19900:   Batch Loss = 0.685497, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.721095085144043, Accuracy = 0.5978260636329651
Training iter #20000:   Batch Loss = 0.688101, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.719892144203186, Accuracy = 0.5978260636329651
Training iter #20100:   Batch Loss = 0.680848, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7254358530044556, Accuracy = 0.554347813129425
Training iter #20200:   Batch Loss = 0.682471, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7217188477516174, Accuracy = 0.5760869383811951
Training iter #20300:   Batch Loss = 0.699627, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7224164009094238, Accuracy = 0.5652173757553101
Training iter #20400:   Batch Loss = 0.655176, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7240122556686401, Accuracy = 0.554347813129425
Training iter #20500:   Batch Loss = 0.648634, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7204568386077881, Accuracy = 0.5869565010070801
Training iter #20600:   Batch Loss = 0.638415, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7243255972862244, Accuracy = 0.5652173757553101
Training iter #20700:   Batch Loss = 0.684940, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7199151515960693, Accuracy = 0.5978260636329651
Training iter #20800:   Batch Loss = 0.679212, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7200829982757568, Accuracy = 0.5978260636329651
Training iter #20900:   Batch Loss = 0.684046, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.7259087562561035, Accuracy = 0.554347813129425
Training iter #21000:   Batch Loss = 0.693974, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7198694348335266, Accuracy = 0.6086956262588501
Training iter #21100:   Batch Loss = 0.687223, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7178217172622681, Accuracy = 0.6086956262588501
Training iter #21200:   Batch Loss = 0.658107, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7199381589889526, Accuracy = 0.5869565010070801
Training iter #21300:   Batch Loss = 0.634734, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7204914093017578, Accuracy = 0.5869565010070801
Training iter #21400:   Batch Loss = 0.652651, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7251808047294617, Accuracy = 0.54347825050354
Training iter #21500:   Batch Loss = 0.685305, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7186739444732666, Accuracy = 0.5978260636329651
Training iter #21600:   Batch Loss = 0.657640, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7185035943984985, Accuracy = 0.5978260636329651
Training iter #21700:   Batch Loss = 0.670703, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7244902849197388, Accuracy = 0.5652173757553101
Training iter #21800:   Batch Loss = 0.666792, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7188364267349243, Accuracy = 0.5978260636329651
Training iter #21900:   Batch Loss = 0.685740, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.718828558921814, Accuracy = 0.5978260636329651
Training iter #22000:   Batch Loss = 0.667126, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7219467163085938, Accuracy = 0.5652173757553101
Training iter #22100:   Batch Loss = 0.651965, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.720147967338562, Accuracy = 0.5760869383811951
Training iter #22200:   Batch Loss = 0.626532, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7214515209197998, Accuracy = 0.5652173757553101
Training iter #22300:   Batch Loss = 0.675725, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7170038819313049, Accuracy = 0.5978260636329651
Training iter #22400:   Batch Loss = 0.660922, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7185677886009216, Accuracy = 0.5978260636329651
Training iter #22500:   Batch Loss = 0.670111, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7257223129272461, Accuracy = 0.532608687877655
Training iter #22600:   Batch Loss = 0.666094, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7164924144744873, Accuracy = 0.5978260636329651
Training iter #22700:   Batch Loss = 0.694710, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7160665988922119, Accuracy = 0.5869565010070801
Training iter #22800:   Batch Loss = 0.658017, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7184176445007324, Accuracy = 0.5978260636329651
Training iter #22900:   Batch Loss = 0.665709, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7182300090789795, Accuracy = 0.5978260636329651
Training iter #23000:   Batch Loss = 0.629902, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7231807112693787, Accuracy = 0.554347813129425
Training iter #23100:   Batch Loss = 0.658545, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7186813950538635, Accuracy = 0.5978260636329651
Training iter #23200:   Batch Loss = 0.652343, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7177630662918091, Accuracy = 0.5869565010070801
Training iter #23300:   Batch Loss = 0.666551, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7213661670684814, Accuracy = 0.5760869383811951
Training iter #23400:   Batch Loss = 0.661979, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7142719626426697, Accuracy = 0.5869565010070801
Training iter #23500:   Batch Loss = 0.691836, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7166101336479187, Accuracy = 0.5869565010070801
Training iter #23600:   Batch Loss = 0.662219, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7225441336631775, Accuracy = 0.54347825050354
Training iter #23700:   Batch Loss = 0.658676, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7179161310195923, Accuracy = 0.6086956262588501
Training iter #23800:   Batch Loss = 0.647565, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7195223569869995, Accuracy = 0.5869565010070801
Training iter #23900:   Batch Loss = 0.656000, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7158579230308533, Accuracy = 0.5869565010070801
Training iter #24000:   Batch Loss = 0.654333, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7137725949287415, Accuracy = 0.5869565010070801
Training iter #24100:   Batch Loss = 0.691235, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7189486026763916, Accuracy = 0.5869565010070801
Training iter #24200:   Batch Loss = 0.662979, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7139519453048706, Accuracy = 0.5869565010070801
Training iter #24300:   Batch Loss = 0.684463, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7172660827636719, Accuracy = 0.5978260636329651
Training iter #24400:   Batch Loss = 0.679519, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7182767987251282, Accuracy = 0.5760869383811951
Training iter #24500:   Batch Loss = 0.660193, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7124291658401489, Accuracy = 0.5978260636329651
Training iter #24600:   Batch Loss = 0.652046, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7169349789619446, Accuracy = 0.5978260636329651
Training iter #24700:   Batch Loss = 0.654769, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7170999646186829, Accuracy = 0.5978260636329651
Training iter #24800:   Batch Loss = 0.661487, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.716765820980072, Accuracy = 0.5978260636329651
Training iter #24900:   Batch Loss = 0.677299, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7208178043365479, Accuracy = 0.5760869383811951
Training iter #25000:   Batch Loss = 0.659173, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7143018245697021, Accuracy = 0.5978260636329651
Training iter #25100:   Batch Loss = 0.666410, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7159852385520935, Accuracy = 0.5869565010070801
Training iter #25200:   Batch Loss = 0.677475, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7184318900108337, Accuracy = 0.5869565010070801
Training iter #25300:   Batch Loss = 0.662568, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7142152786254883, Accuracy = 0.5978260636329651
Training iter #25400:   Batch Loss = 0.660591, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7196107506752014, Accuracy = 0.5652173757553101
Training iter #25500:   Batch Loss = 0.677176, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7164402604103088, Accuracy = 0.5978260636329651
Training iter #25600:   Batch Loss = 0.669129, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7147212624549866, Accuracy = 0.5869565010070801
Training iter #25700:   Batch Loss = 0.688994, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7147852778434753, Accuracy = 0.5869565010070801
Training iter #25800:   Batch Loss = 0.652136, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7102859020233154, Accuracy = 0.5978260636329651
Training iter #25900:   Batch Loss = 0.660868, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7189935445785522, Accuracy = 0.5760869383811951
Training iter #26000:   Batch Loss = 0.651216, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7207233905792236, Accuracy = 0.54347825050354
Training iter #26100:   Batch Loss = 0.662121, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7113991975784302, Accuracy = 0.5978260636329651
Training iter #26200:   Batch Loss = 0.664230, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7116153836250305, Accuracy = 0.6086956262588501
Training iter #26300:   Batch Loss = 0.692699, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.711712658405304, Accuracy = 0.6086956262588501
Training iter #26400:   Batch Loss = 0.684434, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7121872901916504, Accuracy = 0.6086956262588501
Training iter #26500:   Batch Loss = 0.691326, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7183265686035156, Accuracy = 0.5652173757553101
Training iter #26600:   Batch Loss = 0.649260, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7139452695846558, Accuracy = 0.6086956262588501
Training iter #26700:   Batch Loss = 0.654998, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7161351442337036, Accuracy = 0.5978260636329651
Training iter #26800:   Batch Loss = 0.654425, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7147665619850159, Accuracy = 0.6086956262588501
Training iter #26900:   Batch Loss = 0.646718, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7138586640357971, Accuracy = 0.6086956262588501
Training iter #27000:   Batch Loss = 0.661043, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7172660231590271, Accuracy = 0.5760869383811951
Training iter #27100:   Batch Loss = 0.688784, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7158361673355103, Accuracy = 0.5978260636329651
Training iter #27200:   Batch Loss = 0.679794, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7139050364494324, Accuracy = 0.5869565010070801
Training iter #27300:   Batch Loss = 0.689361, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7174950242042542, Accuracy = 0.5869565010070801
Training iter #27400:   Batch Loss = 0.659971, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7130635976791382, Accuracy = 0.5869565010070801
Training iter #27500:   Batch Loss = 0.653192, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7172790765762329, Accuracy = 0.5869565010070801
Training iter #27600:   Batch Loss = 0.647488, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7137788534164429, Accuracy = 0.6086956262588501
Training iter #27700:   Batch Loss = 0.652769, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7091042399406433, Accuracy = 0.6086956262588501
Training iter #27800:   Batch Loss = 0.661183, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7120705246925354, Accuracy = 0.5978260636329651
Training iter #27900:   Batch Loss = 0.702028, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7133625745773315, Accuracy = 0.6086956262588501
Training iter #28000:   Batch Loss = 0.675167, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7133063077926636, Accuracy = 0.5869565010070801
Training iter #28100:   Batch Loss = 0.678021, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7176485657691956, Accuracy = 0.5760869383811951
Training iter #28200:   Batch Loss = 0.666746, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7113485932350159, Accuracy = 0.5978260636329651
Training iter #28300:   Batch Loss = 0.664480, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7142878770828247, Accuracy = 0.5869565010070801
Training iter #28400:   Batch Loss = 0.673601, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7124031782150269, Accuracy = 0.5978260636329651
Training iter #28500:   Batch Loss = 0.664432, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7099800705909729, Accuracy = 0.6086956262588501
Training iter #28600:   Batch Loss = 0.644173, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7155939936637878, Accuracy = 0.5869565010070801
Training iter #28700:   Batch Loss = 0.694321, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7134613394737244, Accuracy = 0.5978260636329651
Training iter #28800:   Batch Loss = 0.687262, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7109994292259216, Accuracy = 0.6195651888847351
Training iter #28900:   Batch Loss = 0.687722, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7126955986022949, Accuracy = 0.5978260636329651
Training iter #29000:   Batch Loss = 0.652365, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7100878357887268, Accuracy = 0.6086956262588501
Training iter #29100:   Batch Loss = 0.673341, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7154380083084106, Accuracy = 0.5760869383811951
Training iter #29200:   Batch Loss = 0.671086, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7129769921302795, Accuracy = 0.5869565010070801
Training iter #29300:   Batch Loss = 0.661787, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7074846029281616, Accuracy = 0.6086956262588501
Training iter #29400:   Batch Loss = 0.644015, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7111797332763672, Accuracy = 0.6086956262588501
Training iter #29500:   Batch Loss = 0.690888, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7110631465911865, Accuracy = 0.5978260636329651
Training iter #29600:   Batch Loss = 0.674633, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7126058340072632, Accuracy = 0.5978260636329651
Training iter #29700:   Batch Loss = 0.700672, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7201324105262756, Accuracy = 0.5652173757553101
Training iter #29800:   Batch Loss = 0.656690, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7109397053718567, Accuracy = 0.6086956262588501
Training iter #29900:   Batch Loss = 0.680809, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7133526802062988, Accuracy = 0.5869565010070801
Training iter #30000:   Batch Loss = 0.663113, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7108908295631409, Accuracy = 0.5978260636329651
Training iter #30100:   Batch Loss = 0.672470, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7099998593330383, Accuracy = 0.6086956262588501
Training iter #30200:   Batch Loss = 0.643636, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7187479138374329, Accuracy = 0.554347813129425
Training iter #30300:   Batch Loss = 0.680492, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7141773700714111, Accuracy = 0.5869565010070801
Training iter #30400:   Batch Loss = 0.682723, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7093632817268372, Accuracy = 0.6086956262588501
Training iter #30500:   Batch Loss = 0.674922, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7135219573974609, Accuracy = 0.5978260636329651
Training iter #30600:   Batch Loss = 0.664040, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7090898752212524, Accuracy = 0.6086956262588501
Training iter #30700:   Batch Loss = 0.662900, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.713017463684082, Accuracy = 0.5869565010070801
Training iter #30800:   Batch Loss = 0.650958, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.710519552230835, Accuracy = 0.6086956262588501
Training iter #30900:   Batch Loss = 0.660646, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7079587578773499, Accuracy = 0.6086956262588501
Training iter #31000:   Batch Loss = 0.646688, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7144184112548828, Accuracy = 0.5760869383811951
Training iter #31100:   Batch Loss = 0.668568, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7093461155891418, Accuracy = 0.6195651888847351
Training iter #31200:   Batch Loss = 0.692032, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7084570527076721, Accuracy = 0.6086956262588501
Training iter #31300:   Batch Loss = 0.664173, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.714535653591156, Accuracy = 0.5869565010070801
Training iter #31400:   Batch Loss = 0.652563, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7099058032035828, Accuracy = 0.6086956262588501
Training iter #31500:   Batch Loss = 0.673878, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7136204242706299, Accuracy = 0.5869565010070801
Training iter #31600:   Batch Loss = 0.662020, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7107632160186768, Accuracy = 0.6086956262588501
Training iter #31700:   Batch Loss = 0.667138, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7080057263374329, Accuracy = 0.6086956262588501
Training iter #31800:   Batch Loss = 0.645353, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7150508165359497, Accuracy = 0.5869565010070801
Training iter #31900:   Batch Loss = 0.671745, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7092551589012146, Accuracy = 0.6086956262588501
Training iter #32000:   Batch Loss = 0.689206, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7082541584968567, Accuracy = 0.6086956262588501
Training iter #32100:   Batch Loss = 0.640943, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7125938534736633, Accuracy = 0.5978260636329651
Training iter #32200:   Batch Loss = 0.638983, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7096025347709656, Accuracy = 0.6195651888847351
Training iter #32300:   Batch Loss = 0.656472, Accuracy = 0.6600000262260437
