Training iter #50:   Batch Loss = 1.589014, Accuracy = 0.47999998927116394
Training iter #16200:   Batch Loss = 0.713985, Accuracy = 0.5199999809265137
PERFORMANCE ON TEST SET: Batch Loss = 0.7301656603813171, Accuracy = 0.44565218687057495
Training iter #16300:   Batch Loss = 0.698150, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7288055419921875, Accuracy = 0.45652174949645996
Training iter #16400:   Batch Loss = 0.692777, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7314503788948059, Accuracy = 0.45652174949645996
Training iter #16500:   Batch Loss = 0.702128, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7259730100631714, Accuracy = 0.489130437374115
Training iter #16600:   Batch Loss = 0.690275, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.7299614548683167, Accuracy = 0.44565218687057495
Training iter #16700:   Batch Loss = 0.695619, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7325143814086914, Accuracy = 0.43478259444236755
Training iter #16800:   Batch Loss = 0.708921, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7292906641960144, Accuracy = 0.47826087474823
Training iter #16900:   Batch Loss = 0.694051, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7357692122459412, Accuracy = 0.42391303181648254
Training iter #17000:   Batch Loss = 0.716977, Accuracy = 0.5
PERFORMANCE ON TEST SET: Batch Loss = 0.7289424538612366, Accuracy = 0.46739131212234497
Training iter #17100:   Batch Loss = 0.687513, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7277641892433167, Accuracy = 0.47826087474823
Training iter #17200:   Batch Loss = 0.690376, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7311680912971497, Accuracy = 0.44565218687057495
Training iter #17300:   Batch Loss = 0.707113, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7253957986831665, Accuracy = 0.489130437374115
Training iter #17400:   Batch Loss = 0.688678, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7308529019355774, Accuracy = 0.45652174949645996
Training iter #17500:   Batch Loss = 0.694837, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7331891655921936, Accuracy = 0.45652174949645996
Training iter #17600:   Batch Loss = 0.712628, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.7307339906692505, Accuracy = 0.45652174949645996
Training iter #17700:   Batch Loss = 0.689105, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.736273467540741, Accuracy = 0.42391303181648254
Training iter #17800:   Batch Loss = 0.710750, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7304799556732178, Accuracy = 0.45652174949645996
Training iter #17900:   Batch Loss = 0.679323, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.729251503944397, Accuracy = 0.44565218687057495
Training iter #18000:   Batch Loss = 0.691902, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7317444682121277, Accuracy = 0.44565218687057495
Training iter #18100:   Batch Loss = 0.701849, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7247490286827087, Accuracy = 0.489130437374115
Training iter #18200:   Batch Loss = 0.689547, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7298397421836853, Accuracy = 0.45652174949645996
Training iter #18300:   Batch Loss = 0.693226, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7323527336120605, Accuracy = 0.45652174949645996
Training iter #18400:   Batch Loss = 0.712779, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7295493483543396, Accuracy = 0.46739131212234497
Training iter #18500:   Batch Loss = 0.681730, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.735624372959137, Accuracy = 0.41304346919059753
Training iter #18600:   Batch Loss = 0.707722, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7302366495132446, Accuracy = 0.46739131212234497
Training iter #18700:   Batch Loss = 0.685118, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7274637818336487, Accuracy = 0.47826087474823
Training iter #18800:   Batch Loss = 0.683875, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7304346561431885, Accuracy = 0.45652174949645996
Training iter #18900:   Batch Loss = 0.698219, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7249355912208557, Accuracy = 0.489130437374115
Training iter #19000:   Batch Loss = 0.686104, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7307004332542419, Accuracy = 0.46739131212234497
Training iter #19100:   Batch Loss = 0.702057, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7332104444503784, Accuracy = 0.44565218687057495
Training iter #19200:   Batch Loss = 0.719796, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7313600778579712, Accuracy = 0.46739131212234497
Training iter #19300:   Batch Loss = 0.675555, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7379624843597412, Accuracy = 0.41304346919059753
Training iter #19400:   Batch Loss = 0.701394, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7311832904815674, Accuracy = 0.46739131212234497
Training iter #19500:   Batch Loss = 0.671355, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.727426290512085, Accuracy = 0.489130437374115
Training iter #19600:   Batch Loss = 0.674088, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7297009229660034, Accuracy = 0.47826087474823
Training iter #19700:   Batch Loss = 0.703238, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7235593199729919, Accuracy = 0.489130437374115
Training iter #19800:   Batch Loss = 0.681626, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7299976348876953, Accuracy = 0.47826087474823
Training iter #19900:   Batch Loss = 0.694754, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7325358390808105, Accuracy = 0.45652174949645996
Training iter #20000:   Batch Loss = 0.710593, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7309054136276245, Accuracy = 0.47826087474823
Training iter #20100:   Batch Loss = 0.671011, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7381250858306885, Accuracy = 0.41304346919059753
Training iter #20200:   Batch Loss = 0.704572, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7304765582084656, Accuracy = 0.489130437374115
Training iter #20300:   Batch Loss = 0.675976, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7273613214492798, Accuracy = 0.489130437374115
Training iter #20400:   Batch Loss = 0.671810, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.731762707233429, Accuracy = 0.46739131212234497
Training iter #20500:   Batch Loss = 0.715291, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7241220474243164, Accuracy = 0.489130437374115
Training iter #20600:   Batch Loss = 0.673026, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.729290783405304, Accuracy = 0.47826087474823
Training iter #20700:   Batch Loss = 0.688287, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7308309078216553, Accuracy = 0.47826087474823
Training iter #20800:   Batch Loss = 0.706536, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.7301743030548096, Accuracy = 0.47826087474823
Training iter #20900:   Batch Loss = 0.652227, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7381101250648499, Accuracy = 0.44565218687057495
Training iter #21000:   Batch Loss = 0.711975, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7327384948730469, Accuracy = 0.45652174949645996
Training iter #21100:   Batch Loss = 0.663213, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7308769822120667, Accuracy = 0.47826087474823
Training iter #21200:   Batch Loss = 0.657998, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7346941828727722, Accuracy = 0.45652174949645996
Training iter #21300:   Batch Loss = 0.711984, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7244492173194885, Accuracy = 0.489130437374115
Training iter #21400:   Batch Loss = 0.677847, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7283309102058411, Accuracy = 0.489130437374115
Training iter #21500:   Batch Loss = 0.673426, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7282138466835022, Accuracy = 0.489130437374115
Training iter #21600:   Batch Loss = 0.705370, Accuracy = 0.5199999809265137
PERFORMANCE ON TEST SET: Batch Loss = 0.7276754379272461, Accuracy = 0.489130437374115
Training iter #21700:   Batch Loss = 0.654496, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7376912832260132, Accuracy = 0.46739131212234497
Training iter #21800:   Batch Loss = 0.727090, Accuracy = 0.47999998927116394
PERFORMANCE ON TEST SET: Batch Loss = 0.7332425713539124, Accuracy = 0.45652174949645996
Training iter #21900:   Batch Loss = 0.648391, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7333829998970032, Accuracy = 0.45652174949645996
Training iter #22000:   Batch Loss = 0.665838, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7364435195922852, Accuracy = 0.46739131212234497
Training iter #22100:   Batch Loss = 0.706110, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7251647710800171, Accuracy = 0.489130437374115
Training iter #22200:   Batch Loss = 0.674212, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7284934520721436, Accuracy = 0.489130437374115
Training iter #22300:   Batch Loss = 0.671115, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7271174192428589, Accuracy = 0.489130437374115
Training iter #22400:   Batch Loss = 0.707263, Accuracy = 0.5199999809265137
PERFORMANCE ON TEST SET: Batch Loss = 0.7274634838104248, Accuracy = 0.489130437374115
Training iter #22500:   Batch Loss = 0.646920, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7372145652770996, Accuracy = 0.46739131212234497
Training iter #22600:   Batch Loss = 0.719455, Accuracy = 0.5199999809265137
PERFORMANCE ON TEST SET: Batch Loss = 0.7334443926811218, Accuracy = 0.47826087474823
Training iter #22700:   Batch Loss = 0.636770, Accuracy = 0.7400000095367432
PERFORMANCE ON TEST SET: Batch Loss = 0.7334729433059692, Accuracy = 0.47826087474823
Training iter #22800:   Batch Loss = 0.665009, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7383438944816589, Accuracy = 0.46739131212234497
Training iter #22900:   Batch Loss = 0.705398, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7264909744262695, Accuracy = 0.489130437374115
Training iter #23000:   Batch Loss = 0.667126, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7301535606384277, Accuracy = 0.489130437374115
Training iter #23100:   Batch Loss = 0.675212, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7265938520431519, Accuracy = 0.489130437374115
Training iter #23200:   Batch Loss = 0.703150, Accuracy = 0.5
PERFORMANCE ON TEST SET: Batch Loss = 0.7261465787887573, Accuracy = 0.489130437374115
Training iter #23300:   Batch Loss = 0.634837, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7352250218391418, Accuracy = 0.46739131212234497
Training iter #23400:   Batch Loss = 0.712415, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.733028769493103, Accuracy = 0.47826087474823
Training iter #23500:   Batch Loss = 0.640285, Accuracy = 0.7400000095367432
PERFORMANCE ON TEST SET: Batch Loss = 0.7357693314552307, Accuracy = 0.45652174949645996
Training iter #23600:   Batch Loss = 0.656166, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7407273054122925, Accuracy = 0.45652174949645996
Training iter #23700:   Batch Loss = 0.711436, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7268343567848206, Accuracy = 0.489130437374115
Training iter #23800:   Batch Loss = 0.665474, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7300219535827637, Accuracy = 0.489130437374115
Training iter #23900:   Batch Loss = 0.668933, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7257624268531799, Accuracy = 0.489130437374115
Training iter #24000:   Batch Loss = 0.703469, Accuracy = 0.5199999809265137
PERFORMANCE ON TEST SET: Batch Loss = 0.7251104116439819, Accuracy = 0.489130437374115
Training iter #24100:   Batch Loss = 0.634299, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7353150844573975, Accuracy = 0.47826087474823
Training iter #24200:   Batch Loss = 0.709168, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7318191528320312, Accuracy = 0.489130437374115
Training iter #24300:   Batch Loss = 0.640341, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7352665066719055, Accuracy = 0.47826087474823
Training iter #24400:   Batch Loss = 0.652606, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7390111684799194, Accuracy = 0.45652174949645996
Training iter #24500:   Batch Loss = 0.715857, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7263472676277161, Accuracy = 0.489130437374115
Training iter #24600:   Batch Loss = 0.669219, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7310457229614258, Accuracy = 0.5
Training iter #24700:   Batch Loss = 0.658936, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7256407737731934, Accuracy = 0.489130437374115
Training iter #24800:   Batch Loss = 0.702538, Accuracy = 0.5199999809265137
PERFORMANCE ON TEST SET: Batch Loss = 0.725564181804657, Accuracy = 0.489130437374115
Training iter #24900:   Batch Loss = 0.634425, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7368786334991455, Accuracy = 0.46739131212234497
Training iter #25000:   Batch Loss = 0.709304, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7331182956695557, Accuracy = 0.47826087474823
Training iter #25100:   Batch Loss = 0.634871, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.734950840473175, Accuracy = 0.489130437374115
Training iter #25200:   Batch Loss = 0.661007, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7380246520042419, Accuracy = 0.47826087474823
Training iter #25300:   Batch Loss = 0.707919, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7254048585891724, Accuracy = 0.489130437374115
Training iter #25400:   Batch Loss = 0.667334, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7286707162857056, Accuracy = 0.489130437374115
Training iter #25500:   Batch Loss = 0.664447, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7243878245353699, Accuracy = 0.489130437374115
Training iter #25600:   Batch Loss = 0.702768, Accuracy = 0.5
PERFORMANCE ON TEST SET: Batch Loss = 0.7258514761924744, Accuracy = 0.489130437374115
Training iter #25700:   Batch Loss = 0.624218, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7382969260215759, Accuracy = 0.46739131212234497
Training iter #25800:   Batch Loss = 0.691643, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7337778806686401, Accuracy = 0.489130437374115
Training iter #25900:   Batch Loss = 0.630970, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7361520528793335, Accuracy = 0.47826087474823
Training iter #26000:   Batch Loss = 0.664251, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7362074255943298, Accuracy = 0.46739131212234497
Training iter #26100:   Batch Loss = 0.723662, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.7237824201583862, Accuracy = 0.489130437374115
Training iter #26200:   Batch Loss = 0.666075, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7269573211669922, Accuracy = 0.5
Training iter #26300:   Batch Loss = 0.676324, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7230228185653687, Accuracy = 0.489130437374115
Training iter #26400:   Batch Loss = 0.692419, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7255308628082275, Accuracy = 0.5
Training iter #26500:   Batch Loss = 0.631581, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7393579483032227, Accuracy = 0.46739131212234497
Training iter #26600:   Batch Loss = 0.701990, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.732978880405426, Accuracy = 0.510869562625885
Training iter #26700:   Batch Loss = 0.634901, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7354435324668884, Accuracy = 0.46739131212234497
Training iter #26800:   Batch Loss = 0.666421, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7354231476783752, Accuracy = 0.46739131212234497
Training iter #26900:   Batch Loss = 0.721623, Accuracy = 0.5199999809265137
PERFORMANCE ON TEST SET: Batch Loss = 0.7228224277496338, Accuracy = 0.510869562625885
Training iter #27000:   Batch Loss = 0.654180, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7274667620658875, Accuracy = 0.5
Training iter #27100:   Batch Loss = 0.666812, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7240309119224548, Accuracy = 0.489130437374115
Training iter #27200:   Batch Loss = 0.681460, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7264295220375061, Accuracy = 0.5
Training iter #27300:   Batch Loss = 0.640683, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7380306124687195, Accuracy = 0.46739131212234497
Training iter #27400:   Batch Loss = 0.695626, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7316794395446777, Accuracy = 0.510869562625885
Training iter #27500:   Batch Loss = 0.647733, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7342876195907593, Accuracy = 0.510869562625885
Training iter #27600:   Batch Loss = 0.674407, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7339503765106201, Accuracy = 0.46739131212234497
Training iter #27700:   Batch Loss = 0.703499, Accuracy = 0.5199999809265137
PERFORMANCE ON TEST SET: Batch Loss = 0.7232642769813538, Accuracy = 0.5
Training iter #27800:   Batch Loss = 0.663162, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7289647459983826, Accuracy = 0.510869562625885
Training iter #27900:   Batch Loss = 0.679577, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7227052450180054, Accuracy = 0.510869562625885
Training iter #28000:   Batch Loss = 0.673623, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7246916890144348, Accuracy = 0.510869562625885
Training iter #28100:   Batch Loss = 0.649051, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7338602542877197, Accuracy = 0.47826087474823
Training iter #28200:   Batch Loss = 0.689979, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7285876870155334, Accuracy = 0.5
Training iter #28300:   Batch Loss = 0.651123, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7339593172073364, Accuracy = 0.47826087474823
Training iter #28400:   Batch Loss = 0.666650, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.736409604549408, Accuracy = 0.46739131212234497
Training iter #28500:   Batch Loss = 0.702592, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.7246138453483582, Accuracy = 0.510869562625885
Training iter #28600:   Batch Loss = 0.657260, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.729962170124054, Accuracy = 0.52173912525177
Training iter #28700:   Batch Loss = 0.670915, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7227039337158203, Accuracy = 0.52173912525177
Training iter #28800:   Batch Loss = 0.666452, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7235202193260193, Accuracy = 0.52173912525177
Training iter #28900:   Batch Loss = 0.658044, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7323940396308899, Accuracy = 0.489130437374115
Training iter #29000:   Batch Loss = 0.682680, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7283592820167542, Accuracy = 0.52173912525177
Training iter #29100:   Batch Loss = 0.647452, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7348660230636597, Accuracy = 0.46739131212234497
Training iter #29200:   Batch Loss = 0.671525, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7355142831802368, Accuracy = 0.46739131212234497
Training iter #29300:   Batch Loss = 0.698723, Accuracy = 0.5199999809265137
PERFORMANCE ON TEST SET: Batch Loss = 0.723924994468689, Accuracy = 0.52173912525177
Training iter #29400:   Batch Loss = 0.668356, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.728607714176178, Accuracy = 0.52173912525177
Training iter #29500:   Batch Loss = 0.668811, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7220523357391357, Accuracy = 0.532608687877655
Training iter #29600:   Batch Loss = 0.653752, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7247616052627563, Accuracy = 0.52173912525177
Training iter #29700:   Batch Loss = 0.656885, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7335600852966309, Accuracy = 0.489130437374115
Training iter #29800:   Batch Loss = 0.689457, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7264014482498169, Accuracy = 0.510869562625885
Training iter #29900:   Batch Loss = 0.649198, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7339922785758972, Accuracy = 0.46739131212234497
Training iter #30000:   Batch Loss = 0.679484, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7336175441741943, Accuracy = 0.46739131212234497
Training iter #30100:   Batch Loss = 0.685953, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7250997424125671, Accuracy = 0.52173912525177
Training iter #30200:   Batch Loss = 0.665799, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7312338352203369, Accuracy = 0.52173912525177
Training iter #30300:   Batch Loss = 0.672231, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7231365442276001, Accuracy = 0.532608687877655
Training iter #30400:   Batch Loss = 0.641018, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7251733541488647, Accuracy = 0.52173912525177
Training iter #30500:   Batch Loss = 0.655097, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7338559627532959, Accuracy = 0.489130437374115
Training iter #30600:   Batch Loss = 0.697400, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7255154252052307, Accuracy = 0.510869562625885
Training iter #30700:   Batch Loss = 0.650393, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7342419028282166, Accuracy = 0.46739131212234497
Training iter #30800:   Batch Loss = 0.674980, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7321627736091614, Accuracy = 0.46739131212234497
Training iter #30900:   Batch Loss = 0.693415, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.7243717312812805, Accuracy = 0.532608687877655
Training iter #31000:   Batch Loss = 0.654577, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7295916080474854, Accuracy = 0.510869562625885
Training iter #31100:   Batch Loss = 0.667971, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7243412733078003, Accuracy = 0.532608687877655
Training iter #31200:   Batch Loss = 0.634624, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7280457615852356, Accuracy = 0.5
Training iter #31300:   Batch Loss = 0.661936, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7370755076408386, Accuracy = 0.46739131212234497
Training iter #31400:   Batch Loss = 0.693358, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7262889742851257, Accuracy = 0.52173912525177
Training iter #31500:   Batch Loss = 0.652889, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7350051999092102, Accuracy = 0.45652174949645996
Training iter #31600:   Batch Loss = 0.675555, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7326502203941345, Accuracy = 0.45652174949645996
Training iter #31700:   Batch Loss = 0.701527, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.7236865162849426, Accuracy = 0.54347825050354
Training iter #31800:   Batch Loss = 0.637451, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7277438044548035, Accuracy = 0.510869562625885
Training iter #31900:   Batch Loss = 0.658936, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7247530817985535, Accuracy = 0.54347825050354
Training iter #32000:   Batch Loss = 0.642570, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7286954522132874, Accuracy = 0.52173912525177
Training iter #32100:   Batch Loss = 0.647616, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.740363597869873, Accuracy = 0.47826087474823
Training iter #32200:   Batch Loss = 0.682692, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7308446764945984, Accuracy = 0.52173912525177
Training iter #32300:   Batch Loss = 0.645004, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7401486039161682, Accuracy = 0.46739131212234497
