Training iter #50:   Batch Loss = 0.780833, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7612069845199585, Accuracy = 0.489130437374115
Training iter #16400:   Batch Loss = 0.673267, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7641972899436951, Accuracy = 0.47826087474823
Training iter #16500:   Batch Loss = 0.727004, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.7543032169342041, Accuracy = 0.5
Training iter #16600:   Batch Loss = 0.698698, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7436689734458923, Accuracy = 0.532608687877655
Training iter #16700:   Batch Loss = 0.658385, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7491796612739563, Accuracy = 0.5
Training iter #16800:   Batch Loss = 0.696172, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7549346089363098, Accuracy = 0.5
Training iter #16900:   Batch Loss = 0.662199, Accuracy = 0.7400000095367432
PERFORMANCE ON TEST SET: Batch Loss = 0.7611221075057983, Accuracy = 0.489130437374115
Training iter #17000:   Batch Loss = 0.707874, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7654848098754883, Accuracy = 0.47826087474823
Training iter #17100:   Batch Loss = 0.719532, Accuracy = 0.47999998927116394
PERFORMANCE ON TEST SET: Batch Loss = 0.7582100033760071, Accuracy = 0.510869562625885
Training iter #17200:   Batch Loss = 0.673406, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7530169486999512, Accuracy = 0.5
Training iter #17300:   Batch Loss = 0.724558, Accuracy = 0.5199999809265137
PERFORMANCE ON TEST SET: Batch Loss = 0.7499651908874512, Accuracy = 0.5
Training iter #17400:   Batch Loss = 0.699175, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7430028915405273, Accuracy = 0.532608687877655
Training iter #17500:   Batch Loss = 0.664194, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7516965866088867, Accuracy = 0.5
Training iter #17600:   Batch Loss = 0.690636, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7572419047355652, Accuracy = 0.510869562625885
Training iter #17700:   Batch Loss = 0.652741, Accuracy = 0.7400000095367432
PERFORMANCE ON TEST SET: Batch Loss = 0.7634844779968262, Accuracy = 0.489130437374115
Training iter #17800:   Batch Loss = 0.710161, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7632749080657959, Accuracy = 0.489130437374115
Training iter #17900:   Batch Loss = 0.721383, Accuracy = 0.5199999809265137
PERFORMANCE ON TEST SET: Batch Loss = 0.7512686848640442, Accuracy = 0.52173912525177
Training iter #18000:   Batch Loss = 0.677128, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7447983622550964, Accuracy = 0.52173912525177
Training iter #18100:   Batch Loss = 0.717010, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.7459661364555359, Accuracy = 0.510869562625885
Training iter #18200:   Batch Loss = 0.690589, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7432316541671753, Accuracy = 0.52173912525177
Training iter #18300:   Batch Loss = 0.666615, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7560023665428162, Accuracy = 0.52173912525177
Training iter #18400:   Batch Loss = 0.691271, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7598118782043457, Accuracy = 0.5
Training iter #18500:   Batch Loss = 0.652048, Accuracy = 0.7599999904632568
PERFORMANCE ON TEST SET: Batch Loss = 0.7566748857498169, Accuracy = 0.510869562625885
Training iter #18600:   Batch Loss = 0.701471, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.751548707485199, Accuracy = 0.52173912525177
Training iter #18700:   Batch Loss = 0.721470, Accuracy = 0.5199999809265137
PERFORMANCE ON TEST SET: Batch Loss = 0.7430883049964905, Accuracy = 0.52173912525177
Training iter #18800:   Batch Loss = 0.679320, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7420929670333862, Accuracy = 0.532608687877655
Training iter #18900:   Batch Loss = 0.727054, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.7468527555465698, Accuracy = 0.52173912525177
Training iter #19000:   Batch Loss = 0.689210, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7456223368644714, Accuracy = 0.52173912525177
Training iter #19100:   Batch Loss = 0.661923, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7531588673591614, Accuracy = 0.52173912525177
Training iter #19200:   Batch Loss = 0.698941, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7455456852912903, Accuracy = 0.52173912525177
Training iter #19300:   Batch Loss = 0.648331, Accuracy = 0.7400000095367432
PERFORMANCE ON TEST SET: Batch Loss = 0.741205096244812, Accuracy = 0.52173912525177
Training iter #19400:   Batch Loss = 0.691405, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7531619071960449, Accuracy = 0.52173912525177
Training iter #19500:   Batch Loss = 0.721308, Accuracy = 0.47999998927116394
PERFORMANCE ON TEST SET: Batch Loss = 0.74836266040802, Accuracy = 0.52173912525177
Training iter #19600:   Batch Loss = 0.674815, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7441845536231995, Accuracy = 0.52173912525177
Training iter #19700:   Batch Loss = 0.728069, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7396440505981445, Accuracy = 0.554347813129425
Training iter #19800:   Batch Loss = 0.675727, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7347946763038635, Accuracy = 0.5652173757553101
Training iter #19900:   Batch Loss = 0.647129, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7533005475997925, Accuracy = 0.52173912525177
Training iter #20000:   Batch Loss = 0.689470, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7445473074913025, Accuracy = 0.532608687877655
Training iter #20100:   Batch Loss = 0.638278, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7390255928039551, Accuracy = 0.554347813129425
Training iter #20200:   Batch Loss = 0.707850, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.745163083076477, Accuracy = 0.532608687877655
Training iter #20300:   Batch Loss = 0.717292, Accuracy = 0.5199999809265137
PERFORMANCE ON TEST SET: Batch Loss = 0.73332679271698, Accuracy = 0.5652173757553101
Training iter #20400:   Batch Loss = 0.686105, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7494937181472778, Accuracy = 0.52173912525177
Training iter #20500:   Batch Loss = 0.751389, Accuracy = 0.5
PERFORMANCE ON TEST SET: Batch Loss = 0.7383456230163574, Accuracy = 0.554347813129425
Training iter #20600:   Batch Loss = 0.670926, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.729955792427063, Accuracy = 0.5652173757553101
Training iter #20700:   Batch Loss = 0.645777, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7524293661117554, Accuracy = 0.510869562625885
Training iter #20800:   Batch Loss = 0.663041, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7396337985992432, Accuracy = 0.554347813129425
Training iter #20900:   Batch Loss = 0.633099, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7296056151390076, Accuracy = 0.5652173757553101
Training iter #21000:   Batch Loss = 0.697816, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7395803332328796, Accuracy = 0.54347825050354
Training iter #21100:   Batch Loss = 0.710773, Accuracy = 0.5
PERFORMANCE ON TEST SET: Batch Loss = 0.7337328791618347, Accuracy = 0.554347813129425
Training iter #21200:   Batch Loss = 0.697006, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.750584602355957, Accuracy = 0.52173912525177
Training iter #21300:   Batch Loss = 0.761863, Accuracy = 0.5
PERFORMANCE ON TEST SET: Batch Loss = 0.7242813110351562, Accuracy = 0.5869565010070801
Training iter #21400:   Batch Loss = 0.663131, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7236031293869019, Accuracy = 0.5869565010070801
Training iter #21500:   Batch Loss = 0.636234, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7543760538101196, Accuracy = 0.52173912525177
Training iter #21600:   Batch Loss = 0.667459, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7485402226448059, Accuracy = 0.510869562625885
Training iter #21700:   Batch Loss = 0.654910, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7255011200904846, Accuracy = 0.5869565010070801
Training iter #21800:   Batch Loss = 0.697280, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7283151149749756, Accuracy = 0.5760869383811951
Training iter #21900:   Batch Loss = 0.694655, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.735480010509491, Accuracy = 0.54347825050354
Training iter #22000:   Batch Loss = 0.668308, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7636349201202393, Accuracy = 0.47826087474823
Training iter #22100:   Batch Loss = 0.756963, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.7384017705917358, Accuracy = 0.52173912525177
Training iter #22200:   Batch Loss = 0.664060, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7262871265411377, Accuracy = 0.5760869383811951
Training iter #22300:   Batch Loss = 0.641732, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7279122471809387, Accuracy = 0.5760869383811951
Training iter #22400:   Batch Loss = 0.670388, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7311545610427856, Accuracy = 0.5652173757553101
Training iter #22500:   Batch Loss = 0.671289, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7347610592842102, Accuracy = 0.532608687877655
Training iter #22600:   Batch Loss = 0.710780, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7620695233345032, Accuracy = 0.510869562625885
Training iter #22700:   Batch Loss = 0.713286, Accuracy = 0.5199999809265137
PERFORMANCE ON TEST SET: Batch Loss = 0.7282522320747375, Accuracy = 0.554347813129425
Training iter #22800:   Batch Loss = 0.667401, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7260849475860596, Accuracy = 0.5760869383811951
Training iter #22900:   Batch Loss = 0.741518, Accuracy = 0.5199999809265137
PERFORMANCE ON TEST SET: Batch Loss = 0.7268821597099304, Accuracy = 0.5760869383811951
Training iter #23000:   Batch Loss = 0.659501, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7312423586845398, Accuracy = 0.554347813129425
Training iter #23100:   Batch Loss = 0.649625, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7572734355926514, Accuracy = 0.532608687877655
Training iter #23200:   Batch Loss = 0.666795, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.748281717300415, Accuracy = 0.52173912525177
Training iter #23300:   Batch Loss = 0.678862, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7252952456474304, Accuracy = 0.5869565010070801
Training iter #23400:   Batch Loss = 0.715856, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.7252820134162903, Accuracy = 0.5869565010070801
Training iter #23500:   Batch Loss = 0.705502, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7284033298492432, Accuracy = 0.5652173757553101
Training iter #23600:   Batch Loss = 0.669060, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7407543659210205, Accuracy = 0.52173912525177
Training iter #23700:   Batch Loss = 0.694490, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7557970285415649, Accuracy = 0.489130437374115
Training iter #23800:   Batch Loss = 0.655923, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7612196207046509, Accuracy = 0.47826087474823
Training iter #23900:   Batch Loss = 0.671739, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7542307376861572, Accuracy = 0.52173912525177
Training iter #24000:   Batch Loss = 0.669007, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.744198739528656, Accuracy = 0.52173912525177
Training iter #24100:   Batch Loss = 0.659792, Accuracy = 0.7400000095367432
PERFORMANCE ON TEST SET: Batch Loss = 0.7371581792831421, Accuracy = 0.554347813129425
Training iter #24200:   Batch Loss = 0.708041, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7361454367637634, Accuracy = 0.5652173757553101
Training iter #24300:   Batch Loss = 0.689348, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7374356985092163, Accuracy = 0.554347813129425
Training iter #24400:   Batch Loss = 0.660135, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7516281604766846, Accuracy = 0.510869562625885
Training iter #24500:   Batch Loss = 0.693599, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7609244585037231, Accuracy = 0.47826087474823
Training iter #24600:   Batch Loss = 0.625706, Accuracy = 0.7400000095367432
PERFORMANCE ON TEST SET: Batch Loss = 0.7466603517532349, Accuracy = 0.510869562625885
Training iter #24700:   Batch Loss = 0.649676, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7379688620567322, Accuracy = 0.54347825050354
Training iter #24800:   Batch Loss = 0.683266, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7335934638977051, Accuracy = 0.5652173757553101
Training iter #24900:   Batch Loss = 0.645621, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7334399819374084, Accuracy = 0.554347813129425
Training iter #25000:   Batch Loss = 0.711874, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7392638325691223, Accuracy = 0.532608687877655
Training iter #25100:   Batch Loss = 0.681843, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7387913465499878, Accuracy = 0.510869562625885
Training iter #25200:   Batch Loss = 0.642503, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7451305985450745, Accuracy = 0.52173912525177
Training iter #25300:   Batch Loss = 0.688719, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.737053632736206, Accuracy = 0.532608687877655
Training iter #25400:   Batch Loss = 0.596559, Accuracy = 0.7400000095367432
PERFORMANCE ON TEST SET: Batch Loss = 0.7274723052978516, Accuracy = 0.532608687877655
Training iter #25500:   Batch Loss = 0.656608, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7285618782043457, Accuracy = 0.5652173757553101
Training iter #25600:   Batch Loss = 0.658990, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7291591763496399, Accuracy = 0.554347813129425
Training iter #25700:   Batch Loss = 0.650165, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7345923781394958, Accuracy = 0.510869562625885
Training iter #25800:   Batch Loss = 0.708018, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7422246336936951, Accuracy = 0.52173912525177
Training iter #25900:   Batch Loss = 0.669911, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7207082509994507, Accuracy = 0.554347813129425
Training iter #26000:   Batch Loss = 0.698799, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7180009484291077, Accuracy = 0.532608687877655
Training iter #26100:   Batch Loss = 0.689325, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7163230776786804, Accuracy = 0.532608687877655
Training iter #26200:   Batch Loss = 0.578107, Accuracy = 0.7799999713897705
PERFORMANCE ON TEST SET: Batch Loss = 0.718495786190033, Accuracy = 0.532608687877655
Training iter #26300:   Batch Loss = 0.666362, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7333144545555115, Accuracy = 0.532608687877655
Training iter #26400:   Batch Loss = 0.640397, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7286518812179565, Accuracy = 0.54347825050354
Training iter #26500:   Batch Loss = 0.654654, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.720959484577179, Accuracy = 0.5652173757553101
Training iter #26600:   Batch Loss = 0.697340, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7276656031608582, Accuracy = 0.54347825050354
Training iter #26700:   Batch Loss = 0.689879, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7285741567611694, Accuracy = 0.54347825050354
Training iter #26800:   Batch Loss = 0.677029, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7269021272659302, Accuracy = 0.554347813129425
Training iter #26900:   Batch Loss = 0.667770, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7210251092910767, Accuracy = 0.52173912525177
Training iter #27000:   Batch Loss = 0.573581, Accuracy = 0.7799999713897705
PERFORMANCE ON TEST SET: Batch Loss = 0.7136569023132324, Accuracy = 0.532608687877655
Training iter #27100:   Batch Loss = 0.650909, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7173476815223694, Accuracy = 0.532608687877655
Training iter #27200:   Batch Loss = 0.622771, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7135252356529236, Accuracy = 0.5869565010070801
Training iter #27300:   Batch Loss = 0.632001, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7224350571632385, Accuracy = 0.52173912525177
Training iter #27400:   Batch Loss = 0.707873, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7211415767669678, Accuracy = 0.532608687877655
Training iter #27500:   Batch Loss = 0.682068, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7027948498725891, Accuracy = 0.5869565010070801
Training iter #27600:   Batch Loss = 0.686895, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.699478030204773, Accuracy = 0.5652173757553101
Training iter #27700:   Batch Loss = 0.667157, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7041489481925964, Accuracy = 0.532608687877655
Training iter #27800:   Batch Loss = 0.568602, Accuracy = 0.7599999904632568
PERFORMANCE ON TEST SET: Batch Loss = 0.7159683108329773, Accuracy = 0.52173912525177
Training iter #27900:   Batch Loss = 0.643346, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7427743077278137, Accuracy = 0.489130437374115
Training iter #28000:   Batch Loss = 0.639854, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7185283303260803, Accuracy = 0.5760869383811951
Training iter #28100:   Batch Loss = 0.646258, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7097418308258057, Accuracy = 0.5978260636329651
Training iter #28200:   Batch Loss = 0.705000, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7192345261573792, Accuracy = 0.5869565010070801
Training iter #28300:   Batch Loss = 0.685437, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7223023772239685, Accuracy = 0.532608687877655
Training iter #28400:   Batch Loss = 0.640988, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7255973815917969, Accuracy = 0.532608687877655
Training iter #28500:   Batch Loss = 0.657806, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7218412756919861, Accuracy = 0.510869562625885
Training iter #28600:   Batch Loss = 0.587978, Accuracy = 0.7599999904632568
PERFORMANCE ON TEST SET: Batch Loss = 0.7146918177604675, Accuracy = 0.54347825050354
Training iter #28700:   Batch Loss = 0.635907, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7205641269683838, Accuracy = 0.52173912525177
Training iter #28800:   Batch Loss = 0.628928, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7183690667152405, Accuracy = 0.5760869383811951
Training iter #28900:   Batch Loss = 0.629573, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7154507040977478, Accuracy = 0.554347813129425
Training iter #29000:   Batch Loss = 0.703351, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7187720537185669, Accuracy = 0.554347813129425
Training iter #29100:   Batch Loss = 0.672283, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7000835537910461, Accuracy = 0.5869565010070801
Training iter #29200:   Batch Loss = 0.647204, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.6988871693611145, Accuracy = 0.5760869383811951
Training iter #29300:   Batch Loss = 0.670286, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7148545980453491, Accuracy = 0.52173912525177
Training iter #29400:   Batch Loss = 0.561653, Accuracy = 0.800000011920929
PERFORMANCE ON TEST SET: Batch Loss = 0.7162163853645325, Accuracy = 0.54347825050354
Training iter #29500:   Batch Loss = 0.651565, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7185198068618774, Accuracy = 0.54347825050354
Training iter #29600:   Batch Loss = 0.616905, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.710263729095459, Accuracy = 0.5978260636329651
Training iter #29700:   Batch Loss = 0.634242, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7104532122612, Accuracy = 0.532608687877655
Training iter #29800:   Batch Loss = 0.712111, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7174088954925537, Accuracy = 0.532608687877655
Training iter #29900:   Batch Loss = 0.666934, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7038965821266174, Accuracy = 0.6195651888847351
Training iter #30000:   Batch Loss = 0.631971, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7070648074150085, Accuracy = 0.54347825050354
Training iter #30100:   Batch Loss = 0.653847, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7120950222015381, Accuracy = 0.52173912525177
Training iter #30200:   Batch Loss = 0.567373, Accuracy = 0.8199999928474426
PERFORMANCE ON TEST SET: Batch Loss = 0.7136791348457336, Accuracy = 0.532608687877655
Training iter #30300:   Batch Loss = 0.674679, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7203158736228943, Accuracy = 0.54347825050354
Training iter #30400:   Batch Loss = 0.638906, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7202228307723999, Accuracy = 0.5760869383811951
Training iter #30500:   Batch Loss = 0.639129, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.6911159157752991, Accuracy = 0.5869565010070801
Training iter #30600:   Batch Loss = 0.715615, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.691194474697113, Accuracy = 0.5869565010070801
Training iter #30700:   Batch Loss = 0.638267, Accuracy = 0.7400000095367432
PERFORMANCE ON TEST SET: Batch Loss = 0.6947100162506104, Accuracy = 0.5869565010070801
Training iter #30800:   Batch Loss = 0.634249, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7358209490776062, Accuracy = 0.532608687877655
Training iter #30900:   Batch Loss = 0.643219, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7344980835914612, Accuracy = 0.532608687877655
Training iter #31000:   Batch Loss = 0.588352, Accuracy = 0.7599999904632568
PERFORMANCE ON TEST SET: Batch Loss = 0.7165988683700562, Accuracy = 0.5869565010070801
Training iter #31100:   Batch Loss = 0.666122, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7216379642486572, Accuracy = 0.54347825050354
Training iter #31200:   Batch Loss = 0.657711, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7221388220787048, Accuracy = 0.5652173757553101
Training iter #31300:   Batch Loss = 0.624329, Accuracy = 0.7400000095367432
PERFORMANCE ON TEST SET: Batch Loss = 0.7283326983451843, Accuracy = 0.554347813129425
Training iter #31400:   Batch Loss = 0.699534, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7320415377616882, Accuracy = 0.554347813129425
Training iter #31500:   Batch Loss = 0.676287, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7211014032363892, Accuracy = 0.5760869383811951
Training iter #31600:   Batch Loss = 0.632940, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7091007828712463, Accuracy = 0.5869565010070801
Training iter #31700:   Batch Loss = 0.683948, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7068485021591187, Accuracy = 0.5869565010070801
Training iter #31800:   Batch Loss = 0.612013, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7049336433410645, Accuracy = 0.6086956262588501
Training iter #31900:   Batch Loss = 0.647992, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7476316690444946, Accuracy = 0.532608687877655
Training iter #32000:   Batch Loss = 0.716067, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.7457235455513, Accuracy = 0.532608687877655
Training iter #32100:   Batch Loss = 0.642269, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7069509029388428, Accuracy = 0.5978260636329651
Training iter #32200:   Batch Loss = 0.718532, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.6974431276321411, Accuracy = 0.6086956262588501
Training iter #32300:   Batch Loss = 0.637148, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.6975945234298706, Accuracy = 0.6086956262588501
Training iter #32400:   Batch Loss = 0.663974, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7102952599525452, Accuracy = 0.5869565010070801
Training iter #32500:   Batch Loss = 0.667210, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7220733761787415, Accuracy = 0.5652173757553101
